Nama Dokter,Rumah Sakit,Latitude,Longitude,Alamat,dokterRS
"dr. H. Muhamad Agus Thosin Hudri Al Tahiri, Sp,JP",RS Al Islam Bandung,-6.9390073,107.6691759,"Rancasari, Kota Bandung","dr. H. Muhamad Agus Thosin Hudri Al Tahiri, Sp,JP - RS Al Islam Bandung"
"dr. H. Muhamad Komala, Sp.JP",RS Mulya,-6.2223888,106.688668,"Pinang (Penang), Kota Tangerang","dr. H. Muhamad Komala, Sp.JP - RS Mulya"
"dr. Muhammad A. Basalamah, Sp.JP",Omni Hospitals Pulomas,-5.9994441713550595,113.71551751063463,"Pulo Gadung, Kota Jakarta Timur","dr. Muhammad A. Basalamah, Sp.JP - Omni Hospitals Pulomas"
"dr. Muhammad Andi Yassin, Sp.JP, FIHA",RS Pelni,-6.1931661,106.8032476,"Palmerah, Kota Jakarta Barat","dr. Muhammad Andi Yassin, Sp.JP, FIHA - RS Pelni"
"dr. Muhammad Bakhtiar Rahmat Jati, Sp.JP",RS Hermina Grand Wisata,-6.2765727,107.0475854,"Tambun Selatan, Kabupaten Bekasi","dr. Muhammad Bakhtiar Rahmat Jati, Sp.JP - RS Hermina Grand Wisata"
"dr. Muhammad Barri Fahmi Harmani, Sp.JP",Siloam Hospitals - TB Simatupang,-6.2922669,106.7844429,"Cilandak, Kota Jakarta Selatan","dr. Muhammad Barri Fahmi Harmani, Sp.JP - Siloam Hospitals - TB Simatupang"
"dr. Muhammad Fadjri AS, Sp.JP",RS Pertamina Jaya,-6.1732936,106.8761937,"Cempaka Putih, Kota Jakarta Pusat","dr. Muhammad Fadjri AS, Sp.JP - RS Pertamina Jaya"
"dr. Muhammad Gibran Fauzi Harmani, Sp.JP",RS Premier Jatinegara,-6.2216352,106.868675,"Jatinegara, Kota Jakarta Timur","dr. Muhammad Gibran Fauzi Harmani, Sp.JP - RS Premier Jatinegara"
"dr. Muhammad Haris, Sp.JP",RS Mulia Pajajaran,-6.5757867,106.8076464,"Bogor Utara - Kota, Kota Bogor","dr. Muhammad Haris, Sp.JP - RS Mulia Pajajaran"
"dr. Muhammad Ma'mun, Sp.JP",RS Mitra Keluarga Bekasi,-6.2407894,106.9928076,"Bekasi Selatan, Kota Bekasi","dr. Muhammad Ma'mun, Sp.JP - RS Mitra Keluarga Bekasi"
"DR. dr. Muhammad Munawar, Sp.JP(K), FIHA, FESC, FACC",RS Jantung Bina Waluya,-6.2002568,106.8553287,"Ciracas, Kota Jakarta Timur","DR. dr. Muhammad Munawar, Sp.JP(K), FIHA, FESC, FACC - RS Jantung Bina Waluya"
"dr. Muhammad Reza, Sp.JP",RSUD Pasar Minggu,-6.2940993,106.8198235,"Pasar Minggu, Kota Jakarta Selatan","dr. Muhammad Reza, Sp.JP - RSUD Pasar Minggu"
"dr. Muhammad Satya Bhisma, Sp.JP",RS Jantung Hasna Medika Cirebon,-6.7094163,108.4332186,"Palimanan, Kabupaten Cirebon","dr. Muhammad Satya Bhisma, Sp.JP - RS Jantung Hasna Medika Cirebon"
"Dr. dr. Muhammad Yamin, Sp.JP(K), FACC, FSCAI",RS Eka BSD,-6.2989741,106.669916,"Serpong, Kota Tangerang Selatan","Dr. dr. Muhammad Yamin, Sp.JP(K), FACC, FSCAI - RS Eka BSD"
"dr. Muhammad Yusak, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Muhammad Yusak, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Muhammad Zaini, Sp.JP(K), FIHA",RS Premier Jatinegara,-6.2216352,106.868675,"Jatinegara, Kota Jakarta Timur","dr. Muhammad Zaini, Sp.JP(K), FIHA - RS Premier Jatinegara"
"dr. H. Muharmansyah Boestari, Sp.JP, FIHA",RS Dokter Adam Talib,-6.2708708,107.0918815,"Cikarang Barat, Kabupaten Bekasi","dr. H. Muharmansyah Boestari, Sp.JP, FIHA - RS Dokter Adam Talib"
"Dr. dr. Mulyadi M. Djer, Sp.A(K)",RSCM Kencana,-6.198483,106.8461052,"Senen, Kota Jakarta Pusat","Dr. dr. Mulyadi M. Djer, Sp.A(K) - RSCM Kencana"
"dr. Munadi, Sp.PD-KKV",RSU Hasanah Graha Afiah,-6.4082994,106.8406327,"Sukmajaya, Kota Depok","dr. Munadi, Sp.PD-KKV - RSU Hasanah Graha Afiah"
"dr. Mustika Fadhilah Sarahazti, Sp.JP, FIHA",RS Puri Cinere,-6.321864,106.7827699,"Cinere, Kota Depok","dr. Mustika Fadhilah Sarahazti, Sp.JP, FIHA - RS Puri Cinere"
"dr. Nana Maya Suryana, Sp.JP",RSUP Persahabatan,-6.2026942,106.8851868,"Pulo Gadung, Kota Jakarta Timur","dr. Nana Maya Suryana, Sp.JP - RSUP Persahabatan"
"dr. Nancy Virginia, Sp.JP",Siloam Hospitals Bekasi Timur,-6.2567271,107.0085528,"Bekasi Timur, Kota Bekasi","dr. Nancy Virginia, Sp.JP - Siloam Hospitals Bekasi Timur"
"dr. Nani Hersunarti, Sp.JP(K)",RS Medika Permata Hijau,-6.2181603,106.7779625,"Kebon Jeruk, Kota Jakarta Barat","dr. Nani Hersunarti, Sp.JP(K) - RS Medika Permata Hijau"
"dr. Nathania Marliani Kristanti, Sp.JP",Siloam Hospitals Kebon Jeruk,-6.1908254,106.7636252,"Kebon Jeruk, Kota Jakarta Barat","dr. Nathania Marliani Kristanti, Sp.JP - Siloam Hospitals Kebon Jeruk"
"dr. Nisa Ike Rini Asnil, Sp.JP, FIHA",RS Pondok Indah - Pondok Indah,-6.2835829,106.781621,"Kebayoran Lama, Kota Jakarta Selatan","dr. Nisa Ike Rini Asnil, Sp.JP, FIHA - RS Pondok Indah - Pondok Indah"
"dr. Noorsasiwi, Sp.JP",RS Mitra Keluarga Depok,-6.3942172,106.823936,"Pancoran Mas, Kota Depok","dr. Noorsasiwi, Sp.JP - RS Mitra Keluarga Depok"
"dr. Novi Ariyanti, Sp.JP, FIHA",RS Awal Bros Bekasi Timur,-6.2613502,107.0200566,"Bekasi Timur, Kota Bekasi","dr. Novi Ariyanti, Sp.JP, FIHA - RS Awal Bros Bekasi Timur"
"dr. Novita Sitorus, Sp.JP",RS Hermina Galaxy,-6.2688747,106.972146,"Bekasi Selatan, Kota Bekasi","dr. Novita Sitorus, Sp.JP - RS Hermina Galaxy"
"dr. Nur Haryono, Sp.JP(K), FIHA",RS Islam Jakarta Cempaka Putih,-6.1706772,106.8708824,"Cempaka Putih, Kota Jakarta Pusat","dr. Nur Haryono, Sp.JP(K), FIHA - RS Islam Jakarta Cempaka Putih"
"dr. Nur Khadziq, Sp.JP",RS Islam Jakarta Cempaka Putih,-6.1706772,106.8708824,"Cempaka Putih, Kota Jakarta Pusat","dr. Nur Khadziq, Sp.JP - RS Islam Jakarta Cempaka Putih"
"dr. Nurlaily Syamsuddin, Sp.JP",RS Islam Jakarta Pondok Kopi,-6.2200311,106.939603,"Duren Sawit, Kota Jakarta Timur","dr. Nurlaily Syamsuddin, Sp.JP - RS Islam Jakarta Pondok Kopi"
"dr. Nurul Rahayu Ningrum, Sp.JP",RSUD dr. Chasbullah Abdulmadjid Kota Bekasi,-6.242328,107.0006578,"Bekasi Selatan, Kota Bekasi","dr. Nurul Rahayu Ningrum, Sp.JP - RSUD dr. Chasbullah Abdulmadjid Kota Bekasi"
"dr. Nurzamiatun Qomara, Sp.JP",RS PMI Bogor,-6.5986452,106.8052093,"Bogor Tengah - Kota, Kota Bogor","dr. Nurzamiatun Qomara, Sp.JP - RS PMI Bogor"
"dr. Nuvi Nusarintowati, Sp.A(K) (Kardiologi)",RSIA Evasari Awal Bros,-5.9994441713550595,113.71551751063463,"Cempaka Putih, Kota Jakarta Pusat","dr. Nuvi Nusarintowati, Sp.A(K) (Kardiologi) - RSIA Evasari Awal Bros"
"dr. Oktavia Lilyasari, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Oktavia Lilyasari, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Olfi Lelya, Sp.JP, FIHA",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Olfi Lelya, Sp.JP, FIHA - RS Pusat Jantung Nasional Harapan Kita"
"dr. Otte J Rachman, Sp.JP(K)",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Otte J Rachman, Sp.JP(K) - Siloam Hospitals Lippo Village"
"dr. Palupi Sunarno, Sp.JP",RS Prikasih,-6.3147011,106.7938337,"Cilandak, Kota Jakarta Selatan","dr. Palupi Sunarno, Sp.JP - RS Prikasih"
"dr. Pandu Nurcahyo Murti, Sp.JP, FIHA",RS Pelni,-6.1931661,106.8032476,"Palmerah, Kota Jakarta Barat","dr. Pandu Nurcahyo Murti, Sp.JP, FIHA - RS Pelni"
"dr. Parmono, Sp.JP, FIHA",RS Jantung Diagram Cinere,-6.3216091,106.7831377,"Cinere, Kota Depok","dr. Parmono, Sp.JP, FIHA - RS Jantung Diagram Cinere"
"dr. Pintoko Tedjokusumo, Sp.JP(K)",RSUP Dr. Hasan Sadikin,-6.8981588,107.5983954,"Sukajadi, Kota Bandung","dr. Pintoko Tedjokusumo, Sp.JP(K) - RSUP Dr. Hasan Sadikin"
"dr. Poppy Surwianti Roebiono, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Poppy Surwianti Roebiono, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Pradana Tedjasukmana, Sp.JP(K)",RS Graha Kedoya,-6.1681398,106.7651526,"Kebon Jeruk, Kota Jakarta Barat","dr. Pradana Tedjasukmana, Sp.JP(K) - RS Graha Kedoya"
"dr. Prafithrie Avialita Shanti, Sp.JP, FIHA",RSIA Hermina Bogor,-6.5574884,106.7737942,"Bogor Barat - Kota, Kota Bogor","dr. Prafithrie Avialita Shanti, Sp.JP, FIHA - RSIA Hermina Bogor"
"dr. Pramono Sigit, Sp.JP",RSUD Bogor,-6.5806101,106.7778852,"Bogor Barat - Kota, Kota Bogor","dr. Pramono Sigit, Sp.JP - RSUD Bogor"
"dr. Prasetyo Andriono, Sp.JP, FSCCT",RS Abdi Waluyo,-6.1898409,106.8290156,"Menteng, Kota Jakarta Pusat","dr. Prasetyo Andriono, Sp.JP, FSCCT - RS Abdi Waluyo"
"dr. Primasari Ragawanti, Sp.JP",RS Bina Husada,-6.4731913,106.8635502,"Cibinong, Kabupaten Bogor","dr. Primasari Ragawanti, Sp.JP - RS Bina Husada"
"dr. Priscilia Myriarda, Sp.JP",RS Pelabuhan Jakarta,-6.1249921,106.917835,"Koja, Kota Jakarta Utara","dr. Priscilia Myriarda, Sp.JP - RS Pelabuhan Jakarta"
"dr. Priyo Sunarto, Sp.JP",Siloam Hospitals - TB Simatupang,-6.2922669,106.7844429,"Cilandak, Kota Jakarta Selatan","dr. Priyo Sunarto, Sp.JP - Siloam Hospitals - TB Simatupang"
"dr. Pudjo Rahasto, Sp.JP, FIHA",RS Mayapada Tangerang,-6.208927,106.6378228,"Tangerang, Kota Tangerang","dr. Pudjo Rahasto, Sp.JP, FIHA - RS Mayapada Tangerang"
"dr. Puti Sarah Saus, Sp.JP",RS Metropolitan Medical Centre (MMC),-5.9994441713550595,113.71551751063463,"Setia Budi, Kota Jakarta Selatan","dr. Puti Sarah Saus, Sp.JP - RS Metropolitan Medical Centre (MMC)"
"dr. R.W.M. Kaligis, Sp.JP(K), FIHA, FAs, FICA",Mayapada Hospital Jakarta Selatan,-6.2981092,106.7857609,"Cilandak, Kota Jakarta Selatan","dr. R.W.M. Kaligis, Sp.JP(K), FIHA, FAs, FICA - Mayapada Hospital Jakarta Selatan"
"dr. Rachmat Hamonangan, Sp.PD-KKV",RSIA Hermina Bekasi,-6.2416589,106.9947732,"Bekasi Selatan, Kota Bekasi","dr. Rachmat Hamonangan, Sp.PD-KKV - RSIA Hermina Bekasi"
"dr. Radityo Prakoso, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Radityo Prakoso, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Rahmalia Gusdina, Sp.JP",RS Sari Asih Ciledug,-6.228009,106.718796,"Ciledug, Kota Tangerang","dr. Rahmalia Gusdina, Sp.JP - RS Sari Asih Ciledug"
"dr. Rahmat Monank, Sp.JP",RS Mitra Keluarga Bekasi Timur,-6.2603214,107.012952,"Bekasi Timur, Kota Bekasi","dr. Rahmat Monank, Sp.JP - RS Mitra Keluarga Bekasi Timur"
"dr. Ramang Napu, Sp.JP(K), FIHA, FAsCC",RSIA Hermina Bogor,-6.5574884,106.7737942,"Bogor Barat - Kota, Kota Bogor","dr. Ramang Napu, Sp.JP(K), FIHA, FAsCC - RSIA Hermina Bogor"
"dr. Rarsari Soerarso, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Rarsari Soerarso, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Ratna Nurmeliani, Sp.JP",RS Al Islam Bandung,-6.9390073,107.6691759,"Rancasari, Kota Bandung","dr. Ratna Nurmeliani, Sp.JP - RS Al Islam Bandung"
"dr. Renan Sukmawan, Sp.JP(K), PhD, FIHA, FACC",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Renan Sukmawan, Sp.JP(K), PhD, FIHA, FACC - RS Pusat Jantung Nasional Harapan Kita"
"dr. Reynold Agustinus Manullang, Sp.JP",Siloam Hospitals Kebon Jeruk,-6.1908254,106.7636252,"Kebon Jeruk, Kota Jakarta Barat","dr. Reynold Agustinus Manullang, Sp.JP - Siloam Hospitals Kebon Jeruk"
"dr. Reza Octavianus, Sp.JP",RS Hermina Kemayoran,-6.1545808,106.8458593,"Kemayoran, Kota Jakarta Pusat","dr. Reza Octavianus, Sp.JP - RS Hermina Kemayoran"
"dr. Ridwan Rasyid, Sp.JP",RS Jantung Hasna Medika Cirebon,-6.7094163,108.4332186,"Palimanan, Kabupaten Cirebon","dr. Ridwan Rasyid, Sp.JP - RS Jantung Hasna Medika Cirebon"
"dr. Riesma Viovica Sari, Sp.JP",RS Sari Asih Ciputat,-6.3253257,106.7443307,"Ciputat, Kota Tangerang Selatan","dr. Riesma Viovica Sari, Sp.JP - RS Sari Asih Ciputat"
"dr. Rifnaldi, Sp.JP(K), FIHA",RS BMC Mayapada Bogor,-6.6079377,106.8110776,"Bogor Timur - Kota, Kota Bogor","dr. Rifnaldi, Sp.JP(K), FIHA - RS BMC Mayapada Bogor"
"dr. Rima Sagita, Sp.JP",RSUD Pasar Minggu,-6.2940993,106.8198235,"Pasar Minggu, Kota Jakarta Selatan","dr. Rima Sagita, Sp.JP - RSUD Pasar Minggu"
"dr. Rina Ariani, Sp.JP",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Rina Ariani, Sp.JP - RS Pusat Jantung Nasional Harapan Kita"
"dr. Rina Elfiani, Sp.JP",RS dr. H. Marzoeki Mahdi,-6.583396,106.7807839,"Bogor Barat - Kota, Kota Bogor","dr. Rina Elfiani, Sp.JP - RS dr. H. Marzoeki Mahdi"
"dr. Rinaldi, Sp.PD-KKV",RS Cibitung Medika,-6.2531998,107.0861495,"Cibitung, Kabupaten Bekasi","dr. Rinaldi, Sp.PD-KKV - RS Cibitung Medika"
"dr. Rini Pramesti, Sp.JP",RS MH Thamrin Salemba,-6.19337,106.85186,"Senen, Kota Jakarta Pusat","dr. Rini Pramesti, Sp.JP - RS MH Thamrin Salemba"
"dr. Rita Zahara, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Rita Zahara, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Rizky Aulia Fanani, Sp.JP",RS Mitra Keluarga Kemayoran,-6.1519597,106.8584997,"Kemayoran, Kota Jakarta Pusat","dr. Rizky Aulia Fanani, Sp.JP - RS Mitra Keluarga Kemayoran"
"dr. Robert Edward Saragih, Sp.JP, FIHA",RS Awal Bros Bekasi Barat,-6.2312623,106.9598493,"Bekasi Selatan, Kota Bekasi","dr. Robert Edward Saragih, Sp.JP, FIHA - RS Awal Bros Bekasi Barat"
"dr. Ronaldi, Sp.JP, FIHA",RS Awal Bros Bekasi Barat,-6.2312623,106.9598493,"Bekasi Selatan, Kota Bekasi","dr. Ronaldi, Sp.JP, FIHA - RS Awal Bros Bekasi Barat"
"dr. Ronally Rasmin, Sp.JP, FIHA",RS Siaga Raya,-6.2728742,106.8392141,"Pasar Minggu, Kota Jakarta Selatan","dr. Ronally Rasmin, Sp.JP, FIHA - RS Siaga Raya"
"dr. Rony Marethianto Santoso, Sp.JP",RS Usada Insani,-6.1838554,106.6481676,"Cipondoh, Kota Tangerang","dr. Rony Marethianto Santoso, Sp.JP - RS Usada Insani"
"dr. Rosmarini Hapsari, Sp.JP, FIHA",RS Mayapada Tangerang,-6.208927,106.6378228,"Tangerang, Kota Tangerang","dr. Rosmarini Hapsari, Sp.JP, FIHA - RS Mayapada Tangerang"
"dr. Rossana Barack, Sp.JP",RS Metropolitan Medical Centre (MMC),-5.9994441713550595,113.71551751063463,"Setia Budi, Kota Jakarta Selatan","dr. Rossana Barack, Sp.JP - RS Metropolitan Medical Centre (MMC)"
"dr. Roy Christian, Sp.JP",RS Graha Kedoya,-6.1681398,106.7651526,"Kebon Jeruk, Kota Jakarta Barat","dr. Roy Christian, Sp.JP - RS Graha Kedoya"
"dr. Renan Sukmawan, Sp.JP(K), PhD, FIHA, FACC",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Renan Sukmawan, Sp.JP(K), PhD, FIHA, FACC - RS Pusat Jantung Nasional Harapan Kita"
"dr. Reynold Agustinus Manullang, Sp.JP",Siloam Hospitals Kebon Jeruk,-6.1908254,106.7636252,"Kebon Jeruk, Kota Jakarta Barat","dr. Reynold Agustinus Manullang, Sp.JP - Siloam Hospitals Kebon Jeruk"
"dr. Reza Octavianus, Sp.JP",RS Hermina Kemayoran,-6.1545808,106.8458593,"Kemayoran, Kota Jakarta Pusat","dr. Reza Octavianus, Sp.JP - RS Hermina Kemayoran"
"dr. Ridwan Rasyid, Sp.JP",RS Jantung Hasna Medika Cirebon,-6.7094163,108.4332186,"Palimanan, Kabupaten Cirebon","dr. Ridwan Rasyid, Sp.JP - RS Jantung Hasna Medika Cirebon"
"dr. Riesma Viovica Sari, Sp.JP",RS Sari Asih Ciputat,-6.3253257,106.7443307,"Ciputat, Kota Tangerang Selatan","dr. Riesma Viovica Sari, Sp.JP - RS Sari Asih Ciputat"
"dr. Rifnaldi, Sp.JP(K), FIHA",RS BMC Mayapada Bogor,-6.6079377,106.8110776,"Bogor Timur - Kota, Kota Bogor","dr. Rifnaldi, Sp.JP(K), FIHA - RS BMC Mayapada Bogor"
"dr. Rima Sagita, Sp.JP",RSUD Pasar Minggu,-6.2940993,106.8198235,"Pasar Minggu, Kota Jakarta Selatan","dr. Rima Sagita, Sp.JP - RSUD Pasar Minggu"
"dr. Rina Ariani, Sp.JP",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Rina Ariani, Sp.JP - RS Pusat Jantung Nasional Harapan Kita"
"dr. Rina Elfiani, Sp.JP",RS dr. H. Marzoeki Mahdi,-6.583396,106.7807839,"Bogor Barat - Kota, Kota Bogor","dr. Rina Elfiani, Sp.JP - RS dr. H. Marzoeki Mahdi"
"dr. Rinaldi, Sp.PD-KKV",RS Cibitung Medika,-6.2531998,107.0861495,"Cibitung, Kabupaten Bekasi","dr. Rinaldi, Sp.PD-KKV - RS Cibitung Medika"
"dr. Rini Pramesti, Sp.JP",RS MH Thamrin Salemba,-6.19337,106.85186,"Senen, Kota Jakarta Pusat","dr. Rini Pramesti, Sp.JP - RS MH Thamrin Salemba"
"dr. Rita Zahara, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Rita Zahara, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Rizky Aulia Fanani, Sp.JP",RS Mitra Keluarga Kemayoran,-6.1519597,106.8584997,"Kemayoran, Kota Jakarta Pusat","dr. Rizky Aulia Fanani, Sp.JP - RS Mitra Keluarga Kemayoran"
"dr. Robert Edward Saragih, Sp.JP, FIHA",RS Awal Bros Bekasi Barat,-6.2312623,106.9598493,"Bekasi Selatan, Kota Bekasi","dr. Robert Edward Saragih, Sp.JP, FIHA - RS Awal Bros Bekasi Barat"
"dr. Ronaldi, Sp.JP, FIHA",RS Awal Bros Bekasi Barat,-6.2312623,106.9598493,"Bekasi Selatan, Kota Bekasi","dr. Ronaldi, Sp.JP, FIHA - RS Awal Bros Bekasi Barat"
"dr. Ronally Rasmin, Sp.JP, FIHA",RS Siaga Raya,-6.2728742,106.8392141,"Pasar Minggu, Kota Jakarta Selatan","dr. Ronally Rasmin, Sp.JP, FIHA - RS Siaga Raya"
"dr. Rony Marethianto Santoso, Sp.JP",RS Usada Insani,-6.1838554,106.6481676,"Cipondoh, Kota Tangerang","dr. Rony Marethianto Santoso, Sp.JP - RS Usada Insani"
"dr. Rosmarini Hapsari, Sp.JP, FIHA",RS Mayapada Tangerang,-6.208927,106.6378228,"Tangerang, Kota Tangerang","dr. Rosmarini Hapsari, Sp.JP, FIHA - RS Mayapada Tangerang"
"dr. Rossana Barack, Sp.JP",RS Metropolitan Medical Centre (MMC),-5.9994441713550595,113.71551751063463,"Setia Budi, Kota Jakarta Selatan","dr. Rossana Barack, Sp.JP - RS Metropolitan Medical Centre (MMC)"
"dr. Roy Christian, Sp.JP",RS Graha Kedoya,-6.1681398,106.7651526,"Kebon Jeruk, Kota Jakarta Barat","dr. Roy Christian, Sp.JP - RS Graha Kedoya"
"dr. Siti Elkana Nauli, Sp.JP",RSUD Kabupaten Tangerang,-6.1697843,106.6356113,"Tangerang, Kota Tangerang","dr. Siti Elkana Nauli, Sp.JP - RSUD Kabupaten Tangerang"
"dr. Siti Irma Mashitah, Sp.JP",RS Hermina Serpong,-6.3465637,106.6857013,"Serpong, Kota Tangerang Selatan","dr. Siti Irma Mashitah, Sp.JP - RS Hermina Serpong"
"dr. Siti Masmu'ah, Sp.JP",RSIA Restu Kasih,-6.2655718,106.8665262,"Kramat Jati, Kota Jakarta Timur","dr. Siti Masmu'ah, Sp.JP - RSIA Restu Kasih"
"Dr. Siti Masmuah, Sp.JP",RS Tria Dipa,-6.2508174,106.8418891,"Pancoran, Kota Jakarta Selatan","Dr. Siti Masmuah, Sp.JP - RS Tria Dipa"
"dr. Soepangadi, Sp.JP, FIHA",RS Siaga Raya,-6.2728742,106.8392141,"Pasar Minggu, Kota Jakarta Selatan","dr. Soepangadi, Sp.JP, FIHA - RS Siaga Raya"
"dr. Soetandar, Sp.JP",Siloam Hospitals Bogor,-6.5956638,106.8046881,"Bogor Tengah - Kota, Kota Bogor","dr. Soetandar, Sp.JP - Siloam Hospitals Bogor"
"dr. Sony Hilal Wicaksono, Sp.JP",RS Bhakti Kartini,-6.2479631,107.001435,"Bekasi Timur, Kota Bekasi","dr. Sony Hilal Wicaksono, Sp.JP - RS Bhakti Kartini"
"dr. Sri Diniharini, Sp.JP, FIHA",RS Jantung Diagram Cinere,-6.3216091,106.7831377,"Cinere, Kota Depok","dr. Sri Diniharini, Sp.JP, FIHA - RS Jantung Diagram Cinere"
"dr. Sri Juati Kelasworo Juniarti Hatta, Sp.JP, FIHA",RS Puri Cinere,-6.321864,106.7827699,"Cinere, Kota Depok","dr. Sri Juati Kelasworo Juniarti Hatta, Sp.JP, FIHA - RS Puri Cinere"
"dr. Sri Shujuan, Sp.PD-KKV",RS Medistra,-6.2397217,106.8338307,"Setia Budi, Kota Jakarta Selatan","dr. Sri Shujuan, Sp.PD-KKV - RS Medistra"
"dr. Stefanus Andy Wiyono, Sp.JP (K), FIHA",RS Eka BSD,-6.2989741,106.669916,"Serpong, Kota Tangerang Selatan","dr. Stefanus Andy Wiyono, Sp.JP (K), FIHA - RS Eka BSD"
"dr. Suci Indriani, Sp.JP",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Suci Indriani, Sp.JP - RS Pusat Jantung Nasional Harapan Kita"
"Prof. Dr. dr. Sudigdo Sastroasmoro, Sp.A(K)",RS Pluit,-6.1258124,106.799599,"Penjaringan, Kota Jakarta Utara","Prof. Dr. dr. Sudigdo Sastroasmoro, Sp.A(K) - RS Pluit"
"dr. Sugiantoro, Sp.JP",RS Al Islam Bandung,-6.9390073,107.6691759,"Rancasari, Kota Bandung","dr. Sugiantoro, Sp.JP - RS Al Islam Bandung"
"dr. Suko Adiarto, Sp.JP(K), PhD",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Suko Adiarto, Sp.JP(K), PhD - RS Pusat Jantung Nasional Harapan Kita"
"Dr. dr. Sunanto, M.Sc, Sp.JP",RS Antam Medika,-6.1927555,106.9027031,"Pulo Gadung, Kota Jakarta Timur","Dr. dr. Sunanto, M.Sc, Sp.JP - RS Antam Medika"
"dr. Sunu Budhi Raharjo, PhD, Sp.JP (K)",RS Columbia Asia Pulomas,-6.1821249,106.8911955,"Pulo Gadung, Kota Jakarta Timur","dr. Sunu Budhi Raharjo, PhD, Sp.JP (K) - RS Columbia Asia Pulomas"
"dr. Supono, Sp.JP",RS Hermina Depok,-6.3999115,106.825183,"Pancoran Mas, Kota Depok","dr. Supono, Sp.JP - RS Hermina Depok"
"dr. Surya Dharma, Sp.JP(K), PhD",RS Hermina Kemayoran,-6.1545808,106.8458593,"Kemayoran, Kota Jakarta Pusat","dr. Surya Dharma, Sp.JP(K), PhD - RS Hermina Kemayoran"
"dr. Susetyo Atmojo, Sp.JP",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Susetyo Atmojo, Sp.JP - RS Pusat Jantung Nasional Harapan Kita"
"dr. Sutedjo, Sp.JP",RS Pelabuhan Jakarta,-6.1249921,106.917835,"Koja, Kota Jakarta Utara","dr. Sutedjo, Sp.JP - RS Pelabuhan Jakarta"
"dr. Sutrisno Tonosubagyo, Sp.PD-JP",RS Abdi Waluyo,-6.1898409,106.8290156,"Menteng, Kota Jakarta Pusat","dr. Sutrisno Tonosubagyo, Sp.PD-JP - RS Abdi Waluyo"
"dr. Syafruddin Surin, Sp.JP",RS Harum Sisma Medika,-6.2481469,106.9094852,"Makasar, Kota Jakarta Timur","dr. Syafruddin Surin, Sp.JP - RS Harum Sisma Medika"
"dr. Syafruddin Surin, Sp.JP",RS Jantung Bina Waluya,-6.2002568,106.8553287,"Ciracas, Kota Jakarta Timur","dr. Syafruddin Surin, Sp.JP - RS Jantung Bina Waluya"
"dr. Syahrir Nurdin, Sp.JP",RS Anna Pekayon,-6.274756,106.976568,"Bekasi Selatan, Kota Bekasi","dr. Syahrir Nurdin, Sp.JP - RS Anna Pekayon"
"dr. Syamsul Bahri P., Sp.JP",RS Dr. Suyoto,-6.2675057,106.7663173,"Pesanggrahan, Kota Jakarta Selatan","dr. Syamsul Bahri P., Sp.JP - RS Dr. Suyoto"
